time,temp,tmin,tmax,txmn,txmx,prcp,pres,name,country,region,latitude,longitude,YR_x,MON_x,NINO12,NINO12ANOM,NINO34,NINO34ANOM,YR_y,MON_y,ICEN
1980-01-01,21.6,15.8,25.5,,,4.17,1013.44,Trujillo,PE,LD,-8.1,-79.0333,1980,1,24.32,-0.25,27.08,0.54,1980.0,1.0,0.11
1980-02-01,21.3,,,,,0.0,1016.4,Trujillo,PE,LD,-8.1,-79.0333,1980,2,25.68,-0.42,26.97,0.22,1980.0,2.0,0.24
1980-03-01,22.6,,,,,0.0,1009.4,Trujillo,PE,LD,-8.1,-79.0333,1980,3,26.48,-0.01,27.31,0.03,1980.0,3.0,0.34
1980-04-01,21.5,,26.4,,,0.0,1010.4,Trujillo,PE,LD,-8.1,-79.0333,1980,4,25.54,0.0,27.75,-0.07,1980.0,4.0,0.37
1980-05-01,19.4,16.0,23.8,,,4.17,1013.44,Trujillo,PE,LD,-8.1,-79.0333,1980,5,23.98,-0.43,28.01,0.08,1980.0,5.0,0.22
1980-06-01,18.5,,,,,4.17,1013.44,Trujillo,PE,LD,-8.1,-79.0333,1980,6,22.76,-0.36,27.94,0.21,1980.0,6.0,-0.05
1980-07-01,17.6,14.4,21.8,,24.0,0.0,1012.9,Trujillo,PE,LD,-8.1,-79.0333,1980,7,21.12,-0.84,27.23,-0.06,1980.0,7.0,-0.13
1980-08-01,16.3,14.3,19.8,,,0.0,1013.1,Trujillo,PE,LD,-8.1,-79.0333,1980,8,20.52,-0.48,26.48,-0.38,1980.0,8.0,-0.15
1980-09-01,16.4,14.0,20.2,,,0.0,1013.7,Trujillo,PE,LD,-8.1,-79.0333,1980,9,20.43,-0.3,26.44,-0.28,1980.0,9.0,-0.05
1980-10-01,16.1,14.4,20.5,,,0.0,1013.7,Trujillo,PE,LD,-8.1,-79.0333,1980,10,20.52,-0.5,26.46,-0.26,1980.0,10.0,-0.06
1980-11-01,18.0,15.2,22.3,,25.0,0.0,1013.3,Trujillo,PE,LD,-8.1,-79.0333,1980,11,21.24,-0.41,26.6,-0.1,1980.0,11.0,-0.13
1980-12-01,19.8,16.2,23.0,,,4.17,1013.44,Trujillo,PE,LD,-8.1,-79.0333,1980,12,22.41,-0.4,26.65,0.05,1980.0,12.0,-0.53
1981-01-01,19.8,16.5,23.8,,,4.17,1013.44,Trujillo,PE,LD,-8.1,-79.0333,1981,1,23.06,-1.5,26.18,-0.36,1981.0,1.0,-0.74
1981-02-01,,,,,,,,,,,,,1981,2,24.93,-1.17,26.11,-0.64,1981.0,2.0,-0.74
1981-03-01,20.8,,,,,0.0,1011.2,Trujillo,PE,LD,-8.1,-79.0333,1981,3,25.94,-0.55,26.64,-0.64,1981.0,3.0,-0.48
1981-04-01,20.0,16.6,24.6,,,4.17,1013.44,Trujillo,PE,LD,-8.1,-79.0333,1981,4,24.81,-0.73,27.29,-0.53,1981.0,4.0,-0.34
1981-05-01,18.7,15.3,23.2,14.0,28.0,0.0,1013.2,Trujillo,PE,LD,-8.1,-79.0333,1981,5,23.65,-0.77,27.36,-0.57,1981.0,5.0,-0.38
1981-06-01,17.9,14.7,21.9,,,0.0,1013.8,Trujillo,PE,LD,-8.1,-79.0333,1981,6,22.49,-0.63,27.27,-0.46,1981.0,6.0,-0.41
1981-07-01,16.9,11.8,20.4,,,0.0,1014.1,Trujillo,PE,LD,-8.1,-79.0333,1981,7,21.07,-0.89,26.65,-0.64,1981.0,7.0,-0.55
1981-08-01,16.5,12.0,19.5,8.0,21.0,0.0,1014.5,Trujillo,PE,LD,-8.1,-79.0333,1981,8,19.88,-1.13,26.33,-0.53,1981.0,8.0,-0.63
1981-09-01,16.4,12.7,19.9,,,0.0,1014.0,Trujillo,PE,LD,-8.1,-79.0333,1981,9,19.93,-0.79,26.53,-0.19,1981.0,9.0,-0.56
1981-10-01,17.2,,,,,0.0,1013.5,Trujillo,PE,LD,-8.1,-79.0333,1981,10,20.44,-0.57,26.42,-0.3,1981.0,10.0,-0.4
1981-11-01,18.0,14.7,22.1,,,0.0,1012.9,Trujillo,PE,LD,-8.1,-79.0333,1981,11,21.19,-0.46,26.29,-0.41,1981.0,11.0,-0.24
1981-12-01,18.8,15.5,23.8,,,0.0,1012.0,Trujillo,PE,LD,-8.1,-79.0333,1981,12,22.63,-0.18,26.4,-0.2,1981.0,12.0,-0.14
1982-01-01,20.8,,,,,4.17,1013.44,Trujillo,PE,LD,-8.1,-79.0333,1982,1,24.3,-0.26,26.67,0.13,1982.0,1.0,-0.17
1982-02-01,21.2,,,,,0.0,1011.5,Trujillo,PE,LD,-8.1,-79.0333,1982,2,25.31,-0.79,26.59,-0.17,1982.0,2.0,-0.45
1982-03-01,20.9,,,,,4.17,1013.44,Trujillo,PE,LD,-8.1,-79.0333,1982,3,25.2,-1.29,27.41,0.13,1982.0,3.0,-0.62
1982-04-01,20.2,15.9,24.0,,,4.17,1013.44,Trujillo,PE,LD,-8.1,-79.0333,1982,4,24.73,-0.81,28.03,0.21,1982.0,4.0,-0.45
1982-05-01,19.7,,,,,4.17,1013.44,Trujillo,PE,LD,-8.1,-79.0333,1982,5,24.11,-0.31,28.39,0.45,1982.0,5.0,0.0
1982-06-01,19.3,,23.2,,,4.17,1013.44,Trujillo,PE,LD,-8.1,-79.0333,1982,6,23.25,0.13,28.26,0.53,1982.0,6.0,0.45
1982-07-01,18.2,,,,,0.0,1013.44,Trujillo,PE,LD,-8.1,-79.0333,1982,7,22.43,0.47,27.66,0.37,1982.0,7.0,0.8
1982-08-01,18.1,,,,,0.0,1013.2,Trujillo,PE,LD,-8.1,-79.0333,1982,8,21.81,0.8,27.58,0.73,1982.0,8.0,1.16
1982-09-01,18.1,,,,,0.0,1012.6,Trujillo,PE,LD,-8.1,-79.0333,1982,9,22.03,1.31,28.21,1.49,1982.0,9.0,1.58
1982-10-01,19.5,,,,,0.0,1012.8,Trujillo,PE,LD,-8.1,-79.0333,1982,10,22.83,1.81,28.71,1.99,1982.0,10.0,2.26
1982-11-01,22.4,,,,,4.17,1013.44,Trujillo,PE,LD,-8.1,-79.0333,1982,11,24.68,3.03,28.62,1.92,1982.0,11.0,2.83
1982-12-01,23.9,,,,,0.0,1009.7,Trujillo,PE,LD,-8.1,-79.0333,1982,12,25.97,3.16,28.8,2.2,1982.0,12.0,3.11
1983-01-01,26.8,,,,,10.0,1009.1,Trujillo,PE,LD,-8.1,-79.0333,1983,1,27.21,2.65,28.89,2.35,1983.0,1.0,2.85
1983-02-01,25.6,,,,,7.0,1009.0,Trujillo,PE,LD,-8.1,-79.0333,1983,2,28.13,2.03,28.69,1.94,1983.0,2.0,2.63
1983-03-01,27.1,,,,,4.17,1013.44,Trujillo,PE,LD,-8.1,-79.0333,1983,3,28.72,2.23,28.66,1.38,1983.0,3.0,2.87
1983-04-01,27.1,,31.1,,,10.0,1008.8,Trujillo,PE,LD,-8.1,-79.0333,1983,4,28.86,3.32,28.77,0.95,1983.0,4.0,3.48
1983-05-01,27.2,,,,,4.17,1013.44,Trujillo,PE,LD,-8.1,-79.0333,1983,5,28.26,3.85,28.84,0.9,1983.0,5.0,4.13
1983-06-01,26.0,,,,,4.17,1013.44,Trujillo,PE,LD,-8.1,-79.0333,1983,6,27.36,4.24,28.27,0.54,1983.0,6.0,4.32
1983-07-01,20.8,,,,,0.0,1011.3,Trujillo,PE,LD,-8.1,-79.0333,1983,7,25.76,3.8,27.18,-0.11,1983.0,7.0,3.99
1983-08-01,,,,,,,,,,,,,1983,8,23.93,2.93,26.59,-0.27,1983.0,8.0,3.0
1983-09-01,18.9,,,,,0.0,1014.1,Trujillo,PE,LD,-8.1,-79.0333,1983,9,22.1,1.37,26.2,-0.52,1983.0,9.0,2.03
1983-10-01,19.4,,,,,0.0,1013.8,Trujillo,PE,LD,-8.1,-79.0333,1983,10,22.0,0.99,25.56,-1.16,1983.0,10.0,1.13
1983-11-01,18.9,,,,,0.0,1013.6,Trujillo,PE,LD,-8.1,-79.0333,1983,11,22.05,0.4,25.41,-1.29,1983.0,11.0,0.7
1983-12-01,19.8,,,,,0.0,1013.2,Trujillo,PE,LD,-8.1,-79.0333,1983,12,23.03,0.21,25.57,-1.03,1983.0,12.0,0.24
1984-01-01,21.6,,,,,0.0,1012.4,Trujillo,PE,LD,-8.1,-79.0333,1984,1,24.18,-0.39,25.88,-0.67,1984.0,1.0,-0.11
1984-02-01,21.9,,,,,0.0,1010.6,Trujillo,PE,LD,-8.1,-79.0333,1984,2,25.22,-0.88,26.56,-0.19,1984.0,2.0,-0.38
1984-03-01,21.4,,,,,0.0,1011.6,Trujillo,PE,LD,-8.1,-79.0333,1984,3,25.62,-0.87,26.77,-0.52,1984.0,3.0,-0.32
1984-04-01,19.9,,24.1,,,0.0,1012.3,Trujillo,PE,LD,-8.1,-79.0333,1984,4,25.3,-0.23,27.14,-0.68,1984.0,4.0,-0.39
1984-05-01,18.5,,,,,0.0,1013.4,Trujillo,PE,LD,-8.1,-79.0333,1984,5,23.3,-1.11,27.2,-0.73,1984.0,5.0,-0.43
1984-06-01,18.0,,,,,0.0,1013.8,Trujillo,PE,LD,-8.1,-79.0333,1984,6,22.18,-0.95,26.83,-0.9,1984.0,6.0,-0.54
1984-07-01,17.9,,,,,0.0,1014.2,Trujillo,PE,LD,-8.1,-79.0333,1984,7,21.33,-0.63,26.79,-0.5,1984.0,7.0,-0.38
1984-08-01,17.3,,,,,0.0,1014.4,Trujillo,PE,LD,-8.1,-79.0333,1984,8,20.45,-0.56,26.61,-0.24,1984.0,8.0,-0.12
1984-09-01,17.4,,,,,0.0,1014.6,Trujillo,PE,LD,-8.1,-79.0333,1984,9,20.66,-0.07,26.38,-0.34,1984.0,9.0,-0.1
1984-10-01,17.9,,,,,0.0,1013.6,Trujillo,PE,LD,-8.1,-79.0333,1984,10,20.51,-0.51,26.04,-0.67,1984.0,10.0,-0.02
1984-11-01,18.0,,,,,0.0,1013.8,Trujillo,PE,LD,-8.1,-79.0333,1984,11,21.52,-0.13,25.52,-1.19,1984.0,11.0,-0.18
1984-12-01,19.5,,,,,0.0,1010.8,Trujillo,PE,LD,-8.1,-79.0333,1984,12,22.41,-0.4,25.25,-1.34,1984.0,12.0,-0.27
1985-01-01,20.8,,,,,0.0,1012.9,Trujillo,PE,LD,-8.1,-79.0333,1985,1,23.79,-0.78,25.38,-1.16,1985.0,1.0,-0.61
1985-02-01,,,,,,,,,,,,,1985,2,24.72,-1.38,26.03,-0.72,1985.0,2.0,-0.69
1985-03-01,22.0,,,,,0.0,1011.5,Trujillo,PE,LD,-8.1,-79.0333,1985,3,25.6,-0.89,26.5,-0.79,1985.0,3.0,-0.87
1985-04-01,19.1,,,,,0.0,1012.2,Trujillo,PE,LD,-8.1,-79.0333,1985,4,24.16,-1.37,26.64,-1.18,1985.0,4.0,-1.03
1985-05-01,,,,,,,,,,,,,1985,5,22.53,-1.88,26.9,-1.03,1985.0,5.0,-1.18
1985-06-01,17.4,,,,,0.0,1013.6,Trujillo,PE,LD,-8.1,-79.0333,1985,6,21.85,-1.27,26.81,-0.91,1985.0,6.0,-1.16
1985-07-01,,,,,,,,,,,,,1985,7,20.56,-1.4,26.56,-0.74,1985.0,7.0,-0.97
1985-08-01,16.0,,,,,0.0,1014.6,Trujillo,PE,LD,-8.1,-79.0333,1985,8,19.78,-1.23,26.3,-0.56,1985.0,8.0,-0.9
1985-09-01,16.4,,,,,0.0,1014.5,Trujillo,PE,LD,-8.1,-79.0333,1985,9,19.74,-0.99,26.02,-0.7,1985.0,9.0,-0.77
1985-10-01,17.3,,,,,0.0,1013.9,Trujillo,PE,LD,-8.1,-79.0333,1985,10,20.1,-0.92,26.23,-0.49,1985.0,10.0,-0.69
1985-11-01,18.5,,,,,0.0,1014.2,Trujillo,PE,LD,-8.1,-79.0333,1985,11,20.86,-0.79,26.33,-0.37,1985.0,11.0,-0.53
1985-12-01,19.4,,,,,0.0,1013.7,Trujillo,PE,LD,-8.1,-79.0333,1985,12,22.43,-0.38,26.19,-0.41,1985.0,12.0,-0.26
1986-01-01,20.9,,,,,0.0,1012.0,Trujillo,PE,LD,-8.1,-79.0333,1986,1,24.56,-0.0,25.89,-0.66,1986.0,1.0,0.0
1986-02-01,22.2,,,,,0.0,1012.0,Trujillo,PE,LD,-8.1,-79.0333,1986,2,26.0,-0.1,26.05,-0.71,1986.0,2.0,-0.11
1986-03-01,20.6,,,,,0.0,1012.3,Trujillo,PE,LD,-8.1,-79.0333,1986,3,25.76,-0.73,26.87,-0.42,1986.0,3.0,-0.41
1986-04-01,,,,,,,,,,,,,1986,4,24.68,-0.85,27.49,-0.33,1986.0,4.0,-0.79
1986-05-01,,,,,,,,,,,,,1986,5,23.23,-1.18,27.4,-0.53,1986.0,5.0,-0.92
1986-06-01,,,,,,,,,,,,,1986,6,22.05,-1.08,27.42,-0.31,1986.0,6.0,-0.82
1986-07-01,17.4,,,,,0.0,1014.8,Trujillo,PE,LD,-8.1,-79.0333,1986,7,21.47,-0.49,27.18,-0.11,1986.0,7.0,-0.5
1986-08-01,17.2,,20.6,,,0.0,1012.9,Trujillo,PE,LD,-8.1,-79.0333,1986,8,20.91,-0.1,27.17,0.32,1986.0,8.0,-0.09
1986-09-01,17.6,,,,,0.0,1013.7,Trujillo,PE,LD,-8.1,-79.0333,1986,9,20.91,0.18,27.24,0.53,1986.0,9.0,0.17
1986-10-01,17.4,,,,,0.0,1014.6,Trujillo,PE,LD,-8.1,-79.0333,1986,10,21.27,0.25,27.53,0.81,1986.0,10.0,0.3
1986-11-01,,,,,,,,,,,,,1986,11,22.01,0.36,27.71,1.01,1986.0,11.0,0.42
1986-12-01,21.2,,,,,0.0,1012.0,Trujillo,PE,LD,-8.1,-79.0333,1986,12,23.41,0.6,27.72,1.12,1986.0,12.0,0.69
1987-01-01,23.2,,,,,17.0,1011.0,Trujillo,PE,LD,-8.1,-79.0333,1987,1,25.56,0.99,27.68,1.14,1987.0,1.0,0.97
1987-02-01,24.9,,,,,0.0,1009.6,Trujillo,PE,LD,-8.1,-79.0333,1987,2,27.07,0.97,27.88,1.13,1987.0,2.0,1.3
1987-03-01,,,,,,,,,,,,,1987,3,27.93,1.44,28.27,0.98,1987.0,3.0,1.48
1987-04-01,23.8,,,,,0.0,1011.0,Trujillo,PE,LD,-8.1,-79.0333,1987,4,27.1,1.56,28.39,0.58,1987.0,4.0,1.63
1987-05-01,20.4,,,,,0.0,1012.1,Trujillo,PE,LD,-8.1,-79.0333,1987,5,25.93,1.52,28.56,0.62,1987.0,5.0,1.46
1987-06-01,20.3,,,,,0.0,1012.6,Trujillo,PE,LD,-8.1,-79.0333,1987,6,24.1,0.98,28.65,0.92,1987.0,6.0,1.27
1987-07-01,19.3,,,,,0.0,1011.7,Trujillo,PE,LD,-8.1,-79.0333,1987,7,22.98,1.03,28.59,1.29,1987.0,7.0,1.0
1987-08-01,,,,,,,,,,,,,1987,8,21.82,0.82,28.42,1.57,1987.0,8.0,1.03
1987-09-01,18.0,,,,,0.0,1013.8,Trujillo,PE,LD,-8.1,-79.0333,1987,9,21.83,1.1,28.36,1.65,1987.0,9.0,1.18
1987-10-01,18.8,,,,,0.0,1013.3,Trujillo,PE,LD,-8.1,-79.0333,1987,10,22.47,1.45,27.96,1.24,1987.0,10.0,1.27
1987-11-01,19.4,,,,,0.0,1012.1,Trujillo,PE,LD,-8.1,-79.0333,1987,11,22.8,1.14,27.77,1.07,1987.0,11.0,1.1
1987-12-01,20.5,,,,,0.0,1011.9,Trujillo,PE,LD,-8.1,-79.0333,1987,12,23.48,0.67,27.54,0.94,1987.0,12.0,0.65
1988-01-01,21.7,,,,,0.0,1012.4,Trujillo,PE,LD,-8.1,-79.0333,1988,1,24.59,0.02,27.45,0.9,1988.0,1.0,0.24
1988-02-01,22.1,,,,,1.0,1010.9,Trujillo,PE,LD,-8.1,-79.0333,1988,2,25.79,-0.31,27.03,0.28,1988.0,2.0,-0.2
1988-03-01,,,,,,,,,,,,,1988,3,25.68,-0.81,27.38,0.1,1988.0,3.0,-0.5
1988-04-01,19.9,,,,,0.0,1012.1,Trujillo,PE,LD,-8.1,-79.0333,1988,4,24.7,-0.83,27.38,-0.44,1988.0,4.0,-0.84
1988-05-01,18.7,,,,,0.0,1013.2,Trujillo,PE,LD,-8.1,-79.0333,1988,5,23.15,-1.26,26.68,-1.25,1988.0,5.0,-1.14
1988-06-01,,,,,,,,,,,,,1988,6,21.46,-1.66,25.99,-1.74,1988.0,6.0,-1.33
1988-07-01,,,,,,,,,,,,,1988,7,20.59,-1.37,25.56,-1.74,1988.0,7.0,-1.44
1988-08-01,13.7,,,,,0.0,1015.7,Trujillo,PE,LD,-8.1,-79.0333,1988,8,19.55,-1.46,25.66,-1.19,1988.0,8.0,-1.33
1988-09-01,,,,,,,,,,,,,1988,9,19.44,-1.29,25.72,-1.0,1988.0,9.0,-1.26
1988-10-01,16.3,,,,,0.0,1013.9,Trujillo,PE,LD,-8.1,-79.0333,1988,10,19.81,-1.2,24.82,-1.9,1988.0,10.0,-1.11
1988-11-01,,,,,,,,,,,,,1988,11,20.7,-0.96,24.65,-2.05,1988.0,11.0,-0.95
1988-12-01,18.8,,,,,0.0,1012.5,Trujillo,PE,LD,-8.1,-79.0333,1988,12,22.06,-0.75,24.63,-1.96,1988.0,12.0,-0.63
1989-01-01,20.3,,,,,4.0,1011.6,Trujillo,PE,LD,-8.1,-79.0333,1989,1,24.27,-0.3,24.58,-1.97,1989.0,1.0,-0.26
1989-02-01,23.0,,,,,0.0,1011.3,Trujillo,PE,LD,-8.1,-79.0333,1989,2,26.04,-0.06,25.28,-1.47,1989.0,2.0,0.0
1989-03-01,21.6,,,,,0.0,1011.7,Trujillo,PE,LD,-8.1,-79.0333,1989,3,26.34,-0.15,26.08,-1.21,1989.0,3.0,0.05
1989-04-01,19.5,,,,,0.0,1011.2,Trujillo,PE,LD,-8.1,-79.0333,1989,4,25.45,-0.09,26.74,-1.08,1989.0,4.0,-0.35
1989-05-01,17.2,,,,,0.0,1013.7,Trujillo,PE,LD,-8.1,-79.0333,1989,5,23.21,-1.2,27.06,-0.88,1989.0,5.0,-0.68
1989-06-01,17.6,,,,,0.0,1014.5,Trujillo,PE,LD,-8.1,-79.0333,1989,6,22.04,-1.08,27.14,-0.59,1989.0,6.0,-0.93
1989-07-01,17.3,,,,,0.0,1014.5,Trujillo,PE,LD,-8.1,-79.0333,1989,7,21.17,-0.79,26.72,-0.57,1989.0,7.0,-0.67
1989-08-01,,,,,,,,,,,,,1989,8,20.71,-0.3,26.33,-0.53,1989.0,8.0,-0.54
1989-09-01,17.0,,,,,0.0,1015.0,Trujillo,PE,LD,-8.1,-79.0333,1989,9,20.07,-0.65,26.42,-0.3,1989.0,9.0,-0.42
1989-10-01,17.2,,,,,0.0,1014.2,Trujillo,PE,LD,-8.1,-79.0333,1989,10,20.54,-0.48,26.32,-0.4,1989.0,10.0,-0.42
1989-11-01,18.0,,,,,0.0,1013.1,Trujillo,PE,LD,-8.1,-79.0333,1989,11,21.41,-0.24,26.25,-0.45,1989.0,11.0,-0.36
1989-12-01,19.1,,,,,0.0,1014.3,Trujillo,PE,LD,-8.1,-79.0333,1989,12,22.41,-0.4,26.46,-0.13,1989.0,12.0,-0.33
1990-01-01,20.7,,,,,0.0,1010.9,Trujillo,PE,LD,-8.1,-79.0333,1990,1,24.09,-0.48,26.56,0.01,1990.0,1.0,-0.23
1990-02-01,,,,,,,,,,,,,1990,2,25.94,-0.16,26.96,0.21,1990.0,2.0,-0.19
1990-03-01,22.4,,,,,0.0,1011.0,Trujillo,PE,LD,-8.1,-79.0333,1990,3,26.04,-0.44,27.33,0.04,1990.0,3.0,-0.22
1990-04-01,20.3,,,,,0.0,1011.9,Trujillo,PE,LD,-8.1,-79.0333,1990,4,25.02,-0.52,27.9,0.08,1990.0,4.0,-0.27
1990-05-01,20.2,,,,,0.0,1012.6,Trujillo,PE,LD,-8.1,-79.0333,1990,5,24.18,-0.24,28.02,0.08,1990.0,5.0,-0.24
1990-06-01,17.8,,,,,0.0,1013.0,Trujillo,PE,LD,-8.1,-79.0333,1990,6,22.83,-0.3,27.64,-0.08,1990.0,6.0,-0.3
1990-07-01,17.5,,,,,0.0,1014.1,Trujillo,PE,LD,-8.1,-79.0333,1990,7,21.3,-0.66,27.38,0.09,1990.0,7.0,-0.4
1990-08-01,16.4,,,,,0.0,1014.2,Trujillo,PE,LD,-8.1,-79.0333,1990,8,20.57,-0.44,27.07,0.22,1990.0,8.0,-0.48
1990-09-01,,,,,,,,,,,,,1990,9,20.24,-0.49,26.94,0.22,1990.0,9.0,-0.49
1990-10-01,,,,,,,,,,,,,1990,10,20.31,-0.7,26.93,0.21,1990.0,10.0,-0.57
1990-11-01,,,,,,,,,,,,,1990,11,21.0,-0.65,26.81,0.1,1990.0,11.0,-0.6
1990-12-01,,,,,,,,,,,,,1990,12,22.31,-0.5,26.95,0.35,1990.0,12.0,-0.54
1991-01-01,,,,,,,,,,,,,1991,1,24.02,-0.54,27.03,0.49,1991.0,1.0,-0.4
1991-02-01,,,,,,,,,,,,,1991,2,25.72,-0.38,27.07,0.32,1991.0,2.0,-0.26
1991-03-01,21.6,,,,,0.0,1012.1,Trujillo,PE,LD,-8.1,-79.0333,1991,3,26.28,-0.21,27.32,0.03,1991.0,3.0,-0.19
1991-04-01,,,,,,,,,,,,,1991,4,25.24,-0.3,28.01,0.19,1991.0,4.0,-0.16
1991-05-01,19.5,,,,,0.0,1012.7,Trujillo,PE,LD,-8.1,-79.0333,1991,5,24.09,-0.33,28.2,0.26,1991.0,5.0,-0.03
1991-06-01,19.7,,,,,0.0,1010.1,Trujillo,PE,LD,-8.1,-79.0333,1991,6,23.33,0.21,28.25,0.52,1991.0,6.0,0.28
1991-07-01,17.9,,21.5,,,0.0,1014.2,Trujillo,PE,LD,-8.1,-79.0333,1991,7,22.56,0.6,28.05,0.76,1991.0,7.0,0.47
1991-08-01,17.6,,,,,0.0,1014.7,Trujillo,PE,LD,-8.1,-79.0333,1991,8,21.37,0.37,27.53,0.68,1991.0,8.0,0.53
1991-09-01,17.8,,,,,0.0,1013.9,Trujillo,PE,LD,-8.1,-79.0333,1991,9,21.19,0.46,27.14,0.42,1991.0,9.0,0.51
1991-10-01,18.0,,,,,0.0,1013.3,Trujillo,PE,LD,-8.1,-79.0333,1991,10,21.67,0.65,27.58,0.86,1991.0,10.0,0.58
1991-11-01,18.7,,,,,0.0,1013.44,Trujillo,PE,LD,-8.1,-79.0333,1991,11,22.38,0.72,27.9,1.2,1991.0,11.0,0.65
1991-12-01,21.6,,,,,0.0,1012.0,Trujillo,PE,LD,-8.1,-79.0333,1991,12,23.64,0.83,28.29,1.69,1991.0,12.0,0.62
1992-01-01,23.2,,,,,0.0,1011.2,Trujillo,PE,LD,-8.1,-79.0333,1992,1,25.03,0.47,28.38,1.84,1992.0,1.0,0.67
1992-02-01,24.6,,,,,1.0,1011.5,Trujillo,PE,LD,-8.1,-79.0333,1992,2,26.71,0.61,28.53,1.78,1992.0,2.0,0.89
1992-03-01,25.7,,,,,0.0,1010.0,Trujillo,PE,LD,-8.1,-79.0333,1992,3,27.73,1.24,28.66,1.38,1992.0,3.0,1.45
1992-04-01,24.6,,,,,0.0,1010.0,Trujillo,PE,LD,-8.1,-79.0333,1992,4,27.72,2.19,29.02,1.2,1992.0,4.0,1.99
1992-05-01,22.6,,,,,0.0,1011.0,Trujillo,PE,LD,-8.1,-79.0333,1992,5,26.63,2.22,28.98,1.04,1992.0,5.0,1.86
1992-06-01,20.0,,,,,0.0,1012.1,Trujillo,PE,LD,-8.1,-79.0333,1992,6,23.98,0.85,28.3,0.58,1992.0,6.0,1.12
1992-07-01,18.0,,,,,0.0,1014.5,Trujillo,PE,LD,-8.1,-79.0333,1992,7,21.89,-0.07,27.51,0.22,1992.0,7.0,0.29
1992-08-01,17.7,,,,,0.0,1014.6,Trujillo,PE,LD,-8.1,-79.0333,1992,8,20.87,-0.14,26.91,0.05,1992.0,8.0,-0.01
1992-09-01,17.1,,,,,0.0,1017.3,Trujillo,PE,LD,-8.1,-79.0333,1992,9,20.76,0.03,26.65,-0.06,1992.0,9.0,-0.01
1992-10-01,17.7,,,,,0.0,1013.3,Trujillo,PE,LD,-8.1,-79.0333,1992,10,21.02,0.01,26.42,-0.3,1992.0,10.0,-0.04
1992-11-01,18.9,,,,,0.0,1012.7,Trujillo,PE,LD,-8.1,-79.0333,1992,11,21.59,-0.07,26.42,-0.28,1992.0,11.0,-0.14
1992-12-01,19.68,,,,,0.0,1013.44,Trujillo,PE,LD,-8.1,-79.0333,1992,12,22.71,-0.1,26.44,-0.15,1992.0,12.0,-0.11
1993-01-01,20.7,,,,,0.0,1012.7,Trujillo,PE,LD,-8.1,-79.0333,1993,1,24.55,-0.01,26.69,0.14,1993.0,1.0,0.1
1993-02-01,20.2,,,,,8.0,1011.6,Trujillo,PE,LD,-8.1,-79.0333,1993,2,26.4,0.3,27.16,0.41,1993.0,2.0,0.41
1993-03-01,22.7,,,,,4.17,1013.44,Trujillo,PE,LD,-8.1,-79.0333,1993,3,27.09,0.6,27.67,0.39,1993.0,3.0,0.82
1993-04-01,21.6,,,,,1.0,1011.1,Trujillo,PE,LD,-8.1,-79.0333,1993,4,26.79,1.25,28.41,0.59,1993.0,4.0,1.11
1993-05-01,21.6,,,,,0.0,1012.4,Trujillo,PE,LD,-8.1,-79.0333,1993,5,25.57,1.15,28.71,0.78,1993.0,5.0,1.26
1993-06-01,21.1,,,,,0.0,1013.1,Trujillo,PE,LD,-8.1,-79.0333,1993,6,24.16,1.04,28.08,0.35,1993.0,6.0,1.08
1993-07-01,19.3,,24.8,,,0.0,1013.8,Trujillo,PE,LD,-8.1,-79.0333,1993,7,22.66,0.7,27.52,0.23,1993.0,7.0,0.85
1993-08-01,18.2,,,,,0.0,1018.8,Trujillo,PE,LD,-8.1,-79.0333,1993,8,21.57,0.56,26.99,0.13,1993.0,8.0,0.6
1993-09-01,17.8,,24.3,,,0.0,1014.5,Trujillo,PE,LD,-8.1,-79.0333,1993,9,21.11,0.38,27.07,0.35,1993.0,9.0,0.52
1993-10-01,17.9,,,,,0.0,1014.0,Trujillo,PE,LD,-8.1,-79.0333,1993,10,21.57,0.55,26.77,0.06,1993.0,10.0,0.38
1993-11-01,18.1,,,,,0.5,1013.44,Trujillo,PE,LD,-8.1,-79.0333,1993,11,21.96,0.31,26.71,0.0,1993.0,11.0,0.21
1993-12-01,19.5,,,,,0.0,1012.8,Trujillo,PE,LD,-8.1,-79.0333,1993,12,22.83,0.02,26.76,0.16,1993.0,12.0,0.03
1994-01-01,20.9,,,,,4.17,1013.44,Trujillo,PE,LD,-8.1,-79.0333,1994,1,24.47,-0.09,26.64,0.1,1994.0,1.0,-0.1
1994-02-01,21.9,,,,,0.0,1011.8,Trujillo,PE,LD,-8.1,-79.0333,1994,2,25.77,-0.33,26.81,0.06,1994.0,2.0,-0.36
1994-03-01,21.5,,,,,2.0,1013.44,Trujillo,PE,LD,-8.1,-79.0333,1994,3,25.48,-1.01,27.39,0.11,1994.0,3.0,-0.76
1994-04-01,20.4,,,,,0.5,1013.44,Trujillo,PE,LD,-8.1,-79.0333,1994,4,24.27,-1.27,28.08,0.26,1994.0,4.0,-1.0
1994-05-01,21.5,,24.7,,,0.0,1012.7,Trujillo,PE,LD,-8.1,-79.0333,1994,5,23.36,-1.06,28.24,0.31,1994.0,5.0,-0.97
1994-06-01,20.4,,,,,0.0,1013.9,Trujillo,PE,LD,-8.1,-79.0333,1994,6,22.21,-0.91,28.04,0.32,1994.0,6.0,-0.83
